"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"S11630102152723","0","1","0","0","0","0","0","1","0","0","1","0"
"S11630102152701","0","14","13","7","17","20","14","8","6","5","16","12"
"S11630103101624","0","7","10","7","3","5","6","13","10","16","11","2"
"S11630103102110","0","5","3","8","8","6","7","16","23","18","18","11"
"S11630103102111","0","7","5","9","10","4","4","6","5","4","2","1"
"S11630103101505","0","8","17","12","11","17","3","5","3","7","1","3"
"S11630103101506","0","0","1","5","4","6","7","4","3","2","2","1"
"S11630102101339","0","4","0","1","4","1","2","2","3","2","4","0"
"S11630103101507","0","4","0","0","0","2","0","1","0","1","0","0"
"S11630102152719","0","8","18","9","6","12","17","11","6","9","7","4"
"S11630102152720","0","9","3","6","10","7","5","3","3","6","1","1"
"S11630102152721","0","4","3","5","6","10","9","5","12","6","7","2"
"S11630103101820","0","2","4","1","3","4","3","0","3","2","4","2"
"S11630102101329","0","5","5","4","1","4","5","2","2","1","6","1"
"S11630102101331","0","5","9","13","7","5","4","1","7","4","1","1"
"S11630102101332","0","6","18","41","22","60","60","48","45","35","34","35"
"S11630102101333","0","5","5","6","8","3","2","0","0","2","2","0"
"S11630102101334","0","2","6","5","8","8","11","5","2","5","8","6"
"S11630102101335","0","17","23","39","22","21","24","20","19","11","20","11"
"S11630102101336","0","3","1","2","1","4","3","6","3","0","3","1"
"S11630102101337","0","6","3","2","2","0","3","0","2","2","0","1"
"S11630102152704","0","29","28","18","10","19","26","16","18","22","16","12"
"S11630102152724","0","6","4","7","8","12","5","12","11","8","17","6"
"S11630103101401","0","32","21","38","40","55","45","32","40","37","39","17"
"S11630103101509","0","6","10","7","9","4","10","3","3","3","7","2"
"S11630103101510","0","2","8","5","3","7","4","7","3","3","3","7"
"S11630102101322","0","10","4","1","5","6","5","5","1","1","3","4"
"S11630103102109","0","3","5","8","3","9","6","5","5","4","3","7"
"S11630103101502","0","21","32","31","35","38","34","44","29","54","41","39"
"S11630103101607","0","3","4","9","8","13","2","10","5","7","4","1"
"S11630103101608","0","3","2","4","3","5","1","6","4","2","5","1"
"S11630102152715","0","16","9","17","14","39","17","13","19","20","35","16"
"S11630102152716","0","6","8","11","14","20","6","9","6","2","7","1"
"S11630103101503","0","5","11","7","3","2","9","3","5","7","6","2"
"S11630103101910","0","2","0","4","2","0","5","0","2","1","4","1"
"S11630103101609","0","2","5","8","15","18","4","32","16","29","10","8"
"S11630103101610","0","9","11","8","8","8","8","9","4","9","3","5"
"S11630102152717","0","24","20","27","21","36","33","21","32","45","41","13"
"S11630102152718","0","13","13","11","21","19","33","19","16","20","14","16"
"S11630103101504","0","13","22","17","31","23","32","57","65","67","37","16"
"S11630103101614","0","17","5","12","26","29","22","24","7","7","16","29"
"S11630103101611","0","4","7","1","2","10","5","3","6","2","1","2"
"S11630103101612","0","2","2","5","5","4","4","5","5","8","3","1"
"S11630103101702","0","3","9","12","10","13","3","4","8","12","14","13"
"S11630103101703","0","4","5","11","3","15","8","6","2","17","15","3"
"S11630103101711","0","9","20","9","13","19","25","10","3","9","6","2"
"S11630103101908","0","1","2","2","2","1","1","1","1","2","2","0"
"S11630103101816","0","1","5","9","1","7","2","2","0","3","3","1"
"S11630103101806","0","9","23","20","19","19","10","15","2","9","11","8"
"S11630103101807","0","2","2","5","4","8","1","1","3","0","2","2"
"S11630103101808","0","3","2","6","0","0","4","0","0","0","4","3"
"S11630103101809","0","2","5","11","6","3","5","4","3","5","3","2"
"S11630103101810","0","3","0","4","4","2","6","1","1","1","2","1"
"S11630103101811","0","3","5","2","2","1","1","2","1","2","3","0"
"S11630102152705","0","35","37","21","21","24","18","12","31","15","20","8"
"S11630102152706","0","1","7","6","7","12","5","5","9","4","14","12"
"S11630103101604","0","1","6","5","1","14","6","2","4","7","2","1"
"S11630103101906","0","7","3","6","2","2","0","4","2","6","4","0"
"S11630102152707","0","7","11","7","8","18","13","8","14","10","20","11"
"S11630102152708","0","18","20","29","24","25","15","15","24","17","10","4"
"S11630102152709","0","15","18","13","25","28","28","17","10","29","20","13"
"S11630103101618","0","7","8","7","16","8","5","9","6","6","4","1"
"S11630103101606","0","4","13","11","10","5","4","3","2","6","7","2"
"S11630102152710","0","6","6","6","9","10","7","10","10","5","6","4"
"S11630102152711","0","6","8","12","8","12","16","11","16","9","4","3"
"S11630103101619","0","5","2","6","8","11","9","8","5","3","5","6"
"S11630102152712","0","3","3","4","0","1","1","5","1","2","2","0"
"S11630102152713","0","7","4","4","8","3","6","1","4","4","2","0"
"S11630102152714","0","7","7","5","8","6","1","5","8","2","5","5"
"S11630103101402","0","0","0","0","0","1","0","0","0","0","0","1"
"S11630103101501","0","8","5","5","12","6","2","6","1","6","5","1"
"S11630103101513","0","8","4","1","8","5","7","1","2","4","6","2"
"S11630103101519","0","16","14","5","12","18","35","31","13","17","14","6"
"S11630103101601","0","11","15","13","16","16","12","2","1","5","8","2"
"S11630103101602","0","11","12","19","13","23","26","15","12","12","26","10"
"S11630103101605","0","7","8","5","5","5","13","8","5","10","9","2"
"S11630103101704","0","7","3","8","9","13","11","8","2","9","10","4"
"S11630103101705","0","6","1","2","2","7","3","2","2","7","6","0"
"S11630103101706","0","4","6","4","4","6","0","3","3","3","7","2"
"S11630103101707","0","13","16","14","32","16","15","9","15","9","28","22"
"S11630103101801","0","18","18","21","14","17","17","15","10","13","12","3"
"S11630103101802","0","11","9","10","14","17","9","12","6","17","9","4"
"S11630103101803","0","4","3","8","10","4","7","6","5","2","7","4"
"S11630103101804","0","10","9","9","15","13","10","10","13","6","44","55"
"S11630103101805","0","13","10","14","34","42","60","37","25","38","58","32"
"S11630503112804","0","15","12","11","16","16","13","8","19","15","20","3"
"S11630103101701","0","78","81","81","91","112","74","104","67","71","51","49"
"S11630103102102","0","3","5","2","4","6","5","6","3","5","4","2"
"S11630103102107","0","62","58","81","78","56","79","50","60","58","74","36"
"S11630103102108","0","17","18","12","10","22","26","16","18","15","25","13"
"S11630103102118","0","8","9","3","9","4","6","13","6","7","8","3"
"S11630103102119","0","6","2","7","8","4","3","7","5","2","7","1"
"S11630103102120","0","11","4","15","9","20","8","4","6","5","5","1"
"S11630103102121","0","8","6","15","12","4","8","5","0","7","3","2"
"S11630103102122","0","2","4","5","16","16","11","11","4","3","7","1"
"S11630103102124","0","9","12","15","18","11","8","14","11","8","26","3"
"S11630103102125","0","2","4","1","2","5","2","3","1","4","0","0"
"S11630103101620","0","5","10","15","10","12","19","12","2","4","12","4"
"S11630103101511","0","15","30","17","18","32","15","21","13","13","12","9"
"S11630103101512","0","43","43","42","30","34","35","14","38","39","33","23"
"S11630103101514","0","1","7","0","5","2","13","7","5","7","6","2"
"S11630103101515","0","5","3","4","4","2","0","1","4","7","9","0"
"S11630103101516","0","7","5","4","2","4","7","1","2","4","3","2"
"S11630103101517","0","8","4","4","16","15","11","7","4","11","6","2"
"S11630103101518","0","4","6","1","6","8","7","11","5","3","5","9"
"S11630103101812","0","7","4","2","2","5","1","1","0","1","1","0"
"S11630103101813","0","0","3","7","3","1","0","0","3","4","1","1"
"S11630103101814","0","5","3","4","5","6","4","1","0","6","3","4"
"S11630103101815","0","7","6","6","7","19","22","19","23","16","22","20"
"S11630103101818","0","12","10","6","7","7","5","5","12","6","8","2"
"S11630503112813","0","8","6","10","8","1","6","6","6","7","16","2"
"S11630103101819","0","4","2","6","10","4","5","9","2","8","6","3"
"S11630102152722","0","43","17","23","31","36","30","26","20","26","20","7"
"S11630103101613","0","3","5","5","7","8","2","5","12","10","7","4"
"S11630203103516","0","1","0","3","2","2","2","1","5","3","1","1"
"S11630103102025","0","3","2","1","1","4","3","6","8","3","5","0"
"S11630103102026","0","3","6","5","1","2","6","3","0","5","7","1"
"S11630103102115","0","4","8","10","5","10","5","5","8","5","2","5"
"S11630103102116","0","7","9","11","8","6","14","8","15","3","11","5"
"S11630103102117","0","4","4","8","7","3","3","4","0","1","3","4"
"S11630103102027","0","3","1","3","6","4","6","4","4","5","10","3"
"S11630103102028","0","8","5","9","8","4","10","9","4","16","15","1"
"S11630103102103","0","2","2","1","8","4","10","4","7","5","6","1"
"S11630103102104","0","4","1","15","22","6","8","6","5","11","9","2"
"S11630103102105","0","2","4","4","3","0","2","0","3","10","3","0"
"S11630103102112","0","39","52","62","40","33","59","60","55","57","39","23"
"S11630103102113","0","7","5","12","22","22","32","30","18","21","13","18"
"S11630103102114","0","13","8","13","14","13","12","7","11","6","15","5"
"S11630103102029","0","5","4","1","2","1","1","0","2","0","0","1"
"S11630103102030","0","23","18","29","32","4","25","24","18","19","17","11"
"S11630103102101","0","5","4","4","6","4","7","9","5","7","8","2"
"S11630201102301","0","6","2","3","6","3","7","5","6","5","3","6"
"S11630201102302","0","5","2","1","3","0","0","2","2","2","2","1"
"S11630201102303","0","0","0","3","5","1","4","9","2","1","6","0"
"S11630201102304","0","1","2","1","6","3","4","1","2","7","1","3"
"S11630103101821","0","15","10","9","13","9","10","5","7","1","10","32"
"S11630103101822","0","1","1","3","1","3","1","3","7","0","1","0"
"S11630103101912","0","14","14","19","19","13","21","13","13","10","22","9"
"S11630103101921","0","4","6","2","3","4","2","2","1","2","1","0"
"S11630103101823","0","10","9","14","14","25","13","19","18","27","17","11"
"S11630103101824","0","27","24","30","38","46","39","32","47","45","69","24"
"S11630103101904","1","11","6","18","15","6","5","6","7","11","15","4"
"S11630103101905","0","0","5","4","7","6","3","6","0","2","2","0"
"S11630103101913","0","8","3","6","3","11","6","2","4","4","4","3"
"S11630103101914","0","4","2","6","5","8","0","1","0","0","2","1"
"S11630103101915","0","9","11","21","12","12","12","15","6","14","14","5"
"S11630103101916","0","2","7","3","4","14","1","1","1","1","5","2"
"S11630103101917","0","4","2","7","5","10","3","1","2","4","6","1"
"S11630103101918","0","8","12","10","10","6","12","3","6","6","6","2"
"S11630103101919","0","15","5","4","2","3","5","5","4","4","3","1"
"S11630103101920","0","11","4","4","3","4","1","4","5","6","2","2"
"S11630103101922","0","1","2","6","0","0","8","4","2","6","2","0"
"S11630103101923","0","3","7","0","1","6","7","4","4","5","4","0"
"S11630103101924","0","6","8","8","9","17","14","8","12","9","9","7"
"S11630103101925","0","9","7","12","4","5","4","3","3","10","8","3"
"S11630103102001","0","1","6","4","4","8","2","3","3","4","7","2"
"S11630103102002","0","4","1","9","5","8","2","4","3","4","3","2"
"S11630103102003","0","5","5","3","4","11","7","4","5","6","6","3"
"S11630103102004","0","12","10","7","9","9","14","8","17","9","7","9"
"S11630103102005","0","72","36","58","59","46","49","53","53","45","64","36"
"S11630103102006","0","101","81","101","77","81","113","120","97","109","105","57"
"S11630103102007","0","17","5","5","3","6","6","10","3","4","10","2"
"S11630103102008","0","24","16","17","9","11","22","15","6","6","13","3"
"S11630103102009","0","12","8","11","9","3","8","15","4","6","3","5"
"S11630103102010","0","16","16","9","12","14","22","12","12","18","11","11"
"S11630103102011","0","7","11","4","8","14","7","12","15","7","5","4"
"S11630103102012","0","9","15","10","11","8","11","9","6","2","6","5"
"S11630103102013","0","8","3","9","13","19","33","10","17","4","15","6"
"S11630103102014","0","13","17","22","23","22","22","19","18","13","15","8"
"S11630103102015","0","7","7","5","6","6","4","2","9","2","4","4"
"S11630103102016","0","5","8","7","3","9","10","2","6","11","11","3"
"S11630103102017","0","14","12","5","9","20","17","7","6","10","20","3"
"S11630103102018","0","3","4","4","12","11","3","8","4","11","0","2"
"S11630103102019","0","49","39","38","51","39","41","32","38","22","30","25"
"S11630103102020","0","3","3","7","8","5","13","13","6","6","13","5"
"S11630103102021","0","10","10","12","11","13","7","11","9","4","4","4"
"S11630103102022","0","6","2","7","9","2","7","8","9","1","14","3"
"S11630103102023","0","4","2","5","8","4","4","8","4","0","10","1"
"S11630103102024","0","8","7","10","8","8","14","15","11","4","8","5"
"S11630103102138","0","7","6","5","2","3","1","2","1","5","5","1"
"S11630103102139","0","10","11","38","35","37","35","26","23","24","37","9"
"S11630103102140","0","0","6","6","4","9","3","3","2","4","4","1"
"S11630201102207","0","14","17","18","21","41","63","40","51","62","52","27"
"S11630201102208","0","8","4","17","4","4","10","4","6","9","8","2"
"S11630201102213","0","1","1","1","1","4","7","7","2","4","0","1"
"S11630201102214","0","1","1","0","2","0","4","3","5","1","1","0"
"S11630201102215","0","4","1","4","3","6","16","14","12","10","2","3"
"S11630201102205","0","38","27","17","24","28","31","21","17","19","20","7"
"S11630201102217","0","9","15","4","7","8","5","5","4","15","6","4"
"S11630201102225","0","8","3","2","5","7","2","0","0","6","7","2"
"S11630201102226","0","1","10","4","3","3","4","4","1","5","10","3"
"S11630201102227","0","2","4","5","3","6","5","5","2","6","5","1"
"S11630201102219","0","9","5","9","7","8","5","9","3","7","4","3"
"S11630201102220","0","0","0","1","1","0","0","3","0","1","0","0"
"S11630201102221","0","2","3","11","4","5","9","4","3","3","2","1"
"S11630201102222","0","2","4","10","7","5","12","1","8","2","12","4"
"S11630201102223","0","1","7","2","4","5","0","1","5","7","14","1"
"S11630201102317","0","2","1","0","1","10","9","2","2","2","0","0"
"S11630201102224","0","5","3","9","2","12","5","6","2","12","7","15"
"S11630201102229","0","2","8","5","4","10","7","4","3","9","7","4"
"S11630201102230","0","5","8","5","2","3","6","4","6","13","7","5"
"S11630203103517","0","8","5","1","2","9","5","9","10","5","6","4"
"S11630201102318","0","17","4","1","4","9","6","4","4","6","2","1"
"S11630201102517","0","3","4","4","0","2","1","4","3","1","4","1"
"S11630201102615","0","7","0","1","1","0","2","1","1","6","1","2"
"S11630201102518","0","10","5","8","11","7","4","2","5","8","9","4"
"S11630201102519","0","8","9","8","6","4","6","7","3","4","2","8"
"S11630201102601","0","6","3","2","7","13","6","4","2","2","4","4"
"S11630201102602","0","2","2","7","3","0","6","3","1","4","4","3"
"S11630201102603","0","0","2","2","5","2","1","1","1","4","1","0"
"S11630201102201","0","3","5","5","8","7","7","6","5","1","7","0"
"S11630201102202","0","2","1","2","5","0","2","1","1","0","0","0"
"S11630201102209","0","4","3","2","4","4","4","4","6","3","6","2"
"S11630201102305","0","2","3","4","5","3","1","4","7","3","3","3"
"S11630201102306","0","2","2","1","1","1","0","2","3","2","1","0"
"S11630201102307","0","5","4","5","15","5","7","3","3","9","6","1"
"S11630201102308","0","4","2","6","9","3","4","3","2","8","6","2"
"S11630201102312","0","6","4","4","5","6","6","6","2","7","1","2"
"S11630201102422","0","2","6","6","3","2","7","2","1","2","0","4"
"S11630103102126","0","6","5","1","2","4","7","6","1","7","5","2"
"S11630103102127","0","21","10","13","8","8","3","2","5","5","2","7"
"S11630103102128","0","3","9","7","10","8","5","0","1","2","2","4"
"S11630103102129","0","9","12","5","8","18","7","8","10","4","5","2"
"S11630103102130","0","5","14","12","12","12","10","6","6","11","8","3"
"S11630103102131","0","2","1","3","6","2","7","3","5","2","2","2"
"S11630103102132","0","3","15","4","10","1","10","7","2","5","3","3"
"S11630103102133","0","13","8","4","9","8","7","9","6","3","6","3"
"S11630201102206","0","14","18","14","14","21","29","19","21","22","15","8"
"S11630103102135","0","24","21","32","23","35","18","26","22","18","18","2"
"S11630103102136","0","3","4","3","5","3","0","3","1","0","2","1"
"S11630103102137","0","3","8","8","8","11","1","8","12","4","2","5"
"S11630201102507","0","14","9","9","14","9","5","15","15","8","12","10"
